data_index_,workday_temperature,workday_solar_ghi,workday_f_quarter_0,workday_f_quarter_1,workday_f_quarter_2,workday_f_quarter_3,workday_f_quarter_4,workday_f_quarter_5,weekend_temperature,weekend_solar_ghi,weekend_f_quarter_0,weekend_f_quarter_1,weekend_f_quarter_2,weekend_f_quarter_3,weekend_f_quarter_4,weekend_f_quarter_5
2021-06-05 00:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.13818359375,0.0,0.0,1.0,0.0,1.0,0.0,1.0
2021-06-05 00:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.08160400390625,0.0,0.0,1.0,0.0,1.0,0.0,1.0
2021-06-05 00:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.0250549316406,0.0,0.0,1.0,0.0,1.0,0.0,1.0
2021-06-05 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.9710693359375,0.0,0.0,1.0,0.0,1.0,0.0,1.0
2021-06-05 01:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.9197082519531,0.0,0.0,1.0,0.0,1.0,0.0,1.0
2021-06-05 01:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.8683166503906,0.0,0.0,1.0,0.0,1.0,0.0,1.0
2021-06-05 01:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.8169250488281,0.0,0.0,1.0,0.0,1.0,0.0,1.0
2021-06-05 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.7601013183594,0.0,0.0,1.0,0.0,1.0,0.0,1.0
2021-06-05 02:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.6978454589844,0.0,0.0,1.0,0.0,1.0,0.0,1.0
2021-06-05 02:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.6355895996094,0.0,0.0,1.0,0.0,1.0,0.0,1.0
2021-06-05 02:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.57330322265625,0.0,0.0,1.0,0.0,1.0,0.0,1.0
2021-06-05 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.51611328125,0.0,0.0,1.0,0.0,1.0,0.0,1.0
2021-06-05 03:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.4640808105469,0.0,0.0,1.0,0.0,1.0,0.0,1.0
2021-06-05 03:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.4120178222656,0.4917710125446319,0.0,1.0,0.0,1.0,0.0,1.0
2021-06-05 03:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.3599548339844,4.340375900268555,0.0,1.0,0.0,1.0,0.0,1.0
2021-06-05 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.3271179199219,12.286778450012209,0.0,1.0,0.0,1.0,0.0,1.0
2021-06-05 04:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.3135070800781,18.98027801513672,0.0,1.0,0.0,1.0,0.0,1.0
2021-06-05 04:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.2998962402344,24.620073318481445,0.0,1.0,0.0,1.0,0.0,1.0
2021-06-05 04:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.2862854003906,33.95061111450195,0.0,1.0,0.0,1.0,0.0,1.0
2021-06-05 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.28680419921875,42.67104721069336,0.0,1.0,0.0,1.0,0.0,1.0
2021-06-05 05:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.3013610839844,50.33642959594727,0.0,1.0,0.0,1.0,0.0,1.0
2021-06-05 05:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.3160095214844,59.47825622558594,0.0,1.0,0.0,1.0,0.0,1.0
2021-06-05 05:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.3305969238281,71.45885467529297,0.0,1.0,0.0,1.0,0.0,1.0
2021-06-05 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.3634033203125,83.87055206298828,0.06540312923014306,0.9978589232386035,0.13052619222005157,0.9914448613738104,0.19509032201612825,0.9807852804032304
2021-06-05 06:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.41436767578125,96.6314468383789,0.06540312923014306,0.9978589232386035,0.13052619222005157,0.9914448613738104,0.19509032201612825,0.9807852804032304
2021-06-05 06:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.4653625488281,110.21116638183594,0.06540312923014306,0.9978589232386035,0.13052619222005157,0.9914448613738104,0.19509032201612825,0.9807852804032304
2021-06-05 06:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.5163269042969,124.7079086303711,0.06540312923014306,0.9978589232386035,0.13052619222005157,0.9914448613738104,0.19509032201612825,0.9807852804032304
2021-06-05 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.5836181640625,139.5558624267578,0.06540312923014306,0.9978589232386035,0.13052619222005157,0.9914448613738104,0.19509032201612825,0.9807852804032304
2021-06-05 07:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.6672668457031,154.67626953125,0.06540312923014306,0.9978589232386035,0.13052619222005157,0.9914448613738104,0.19509032201612825,0.9807852804032304
2021-06-05 07:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.7508850097656,167.36776733398438,0.06540312923014306,0.9978589232386035,0.13052619222005157,0.9914448613738104,0.19509032201612825,0.9807852804032304
2021-06-05 07:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.83453369140625,177.02023315429688,0.06540312923014306,0.9978589232386035,0.13052619222005157,0.9914448613738104,0.19509032201612825,0.9807852804032304
2021-06-05 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.9154663085937,186.0298767089844,0.06540312923014306,0.9978589232386035,0.13052619222005157,0.9914448613738104,0.19509032201612825,0.9807852804032304
2021-06-05 08:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.99371337890625,194.35899353027344,0.06540312923014306,0.9978589232386035,0.13052619222005157,0.9914448613738104,0.19509032201612825,0.9807852804032304
2021-06-05 08:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.07196044921875,204.2305603027344,0.06540312923014306,0.9978589232386035,0.13052619222005157,0.9914448613738104,0.19509032201612825,0.9807852804032304
2021-06-05 08:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.15020751953125,215.91542053222656,0.06540312923014306,0.9978589232386035,0.13052619222005157,0.9914448613738104,0.19509032201612825,0.9807852804032304
2021-06-05 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.236572265625,227.1999664306641,0.06540312923014306,0.9978589232386035,0.13052619222005157,0.9914448613738104,0.19509032201612825,0.9807852804032304
2021-06-05 09:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.3310852050781,238.0216522216797,0.06540312923014306,0.9978589232386035,0.13052619222005157,0.9914448613738104,0.19509032201612825,0.9807852804032304
2021-06-05 09:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.4255676269531,249.45416259765625,0.06540312923014306,0.9978589232386035,0.13052619222005157,0.9914448613738104,0.19509032201612825,0.9807852804032304
2021-06-05 09:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.5201110839844,261.5304870605469,0.06540312923014306,0.9978589232386035,0.13052619222005157,0.9914448613738104,0.19509032201612825,0.9807852804032304
2021-06-05 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.61749267578125,273.07037353515625,0.06540312923014306,0.9978589232386035,0.13052619222005157,0.9914448613738104,0.19509032201612825,0.9807852804032304
2021-06-05 10:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.7178649902344,283.9954833984375,0.06540312923014306,0.9978589232386035,0.13052619222005157,0.9914448613738104,0.19509032201612825,0.9807852804032304
2021-06-05 10:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.8182373046875,299.6144104003906,0.06540312923014306,0.9978589232386035,0.13052619222005157,0.9914448613738104,0.19509032201612825,0.9807852804032304
2021-06-05 10:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.9186096191406,320.0504455566406,0.06540312923014306,0.9978589232386035,0.13052619222005157,0.9914448613738104,0.19509032201612825,0.9807852804032304
2021-06-05 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.0320739746094,339.8260192871094,0.06540312923014306,0.9978589232386035,0.13052619222005157,0.9914448613738104,0.19509032201612825,0.9807852804032304
