data_index_,solar_prediction_mw,wind_prediction_mw,load_actuals_mw
2020-01-01 01:00:00+01:00,0.0,70.86542615402445,95.75632756974647
2020-01-01 01:15:00+01:00,0.0,69.29678527400506,94.8361960326721
2020-01-01 01:30:00+01:00,0.0,66.97740946400158,93.7981266574732
2020-01-01 01:45:00+01:00,0.0,64.30571506843542,92.1629023018988
2020-01-01 02:00:00+01:00,0.0,61.12826240424837,91.50667020260954
2020-01-01 02:15:00+01:00,0.0,57.2303676230415,90.65113397687496
2020-01-01 02:30:00+01:00,0.0,53.94952427112858,89.60981860613131
2020-01-01 02:45:00+01:00,0.0,50.51655831498204,88.33327675824759
2020-01-01 03:00:00+01:00,0.0,47.26337361838432,87.39410204731091
2020-01-01 03:15:00+01:00,0.0,44.79253374355948,86.62588310172909
2020-01-01 03:30:00+01:00,0.0,42.26374240045518,86.34196669141826
2020-01-01 03:45:00+01:00,0.0,39.88575658275996,85.90700328842685
2020-01-01 04:00:00+01:00,0.0,38.00826071838747,84.92346663837913
2020-01-01 04:15:00+01:00,0.0,35.777129189627736,84.49391322796224
2020-01-01 04:30:00+01:00,0.0,33.86341365758058,84.0051744987801
2020-01-01 04:45:00+01:00,0.0,32.33955345759533,83.96741275060995
2020-01-01 05:00:00+01:00,0.0,30.89471798708209,84.11207595205262
2020-01-01 05:15:00+01:00,0.0,30.06495832762599,84.00192850323539
2020-01-01 05:30:00+01:00,0.0,29.32936980412404,84.37770658746155
2020-01-01 05:45:00+01:00,0.0,28.960587733254656,84.39166436830381
2020-01-01 06:00:00+01:00,0.0,28.7380014119085,84.73617269544924
2020-01-01 06:15:00+01:00,0.0,28.06826682963322,84.72513631059724
2020-01-01 06:30:00+01:00,0.0,27.0903358024171,85.05157526254375
2020-01-01 06:45:00+01:00,0.0,26.02416049395724,85.09864219794208
2020-01-01 07:00:00+01:00,0.0,24.890814165446173,84.07496340299141
2020-01-01 07:15:00+01:00,0.0,23.67646748922629,83.6805749443089
2020-01-01 07:30:00+01:00,0.0,22.646511848441104,83.99219051660126
2020-01-01 07:45:00+01:00,0.0,21.36696977040682,83.78812559669035
2020-01-01 08:00:00+01:00,0.0,20.70052788519287,84.6250514479686
2020-01-01 08:15:00+01:00,0.0,20.15064747595014,85.72144054312082
2020-01-01 08:30:00+01:00,0.0070177408488659,20.17698905244081,85.59874191153071
2020-01-01 08:45:00+01:00,0.504631658008387,20.084793534723467,85.77326827198473
2020-01-01 09:00:00+01:00,2.6209551229892973,20.48979527326751,86.22446165269969
2020-01-01 09:15:00+01:00,6.481974087751143,20.820382058225423,87.53768325023867
2020-01-01 09:30:00+01:00,10.902390936971898,21.75287386599513,88.3150991831972
2020-01-01 09:45:00+01:00,16.09344682981786,22.39297417471841,88.64110533573778
2020-01-01 10:00:00+01:00,21.683513801089067,22.902683679812867,89.09208231674977
2020-01-01 10:15:00+01:00,27.387025098579205,23.901687968221523,90.07951416145116
2020-01-01 10:30:00+01:00,33.10227201602304,24.548373671067463,91.01728227431845
2020-01-01 10:45:00+01:00,38.17597170933217,25.56054874772145,91.71376471836216
2020-01-01 11:00:00+01:00,42.67071415159291,25.617183137176397,92.18140447650366
2020-01-01 11:15:00+01:00,46.68429617575264,25.62640268894813,93.63009228810864
2020-01-01 11:30:00+01:00,50.46707767415659,25.08574183147713,93.95631484035218
2020-01-01 11:45:00+01:00,53.74131564123427,24.340275216791174,94.6479282910788
2020-01-01 12:00:00+01:00,56.54221693684671,22.92112278335634,94.35546409250026
2020-01-01 12:15:00+01:00,58.54118420229079,21.52040945346497,94.60843534528482
2020-01-01 12:30:00+01:00,59.60521374475809,20.08742769237253,95.11221385382412
2020-01-01 12:45:00+01:00,59.7382174375665,19.05483789393828,95.0809440967434
2020-01-01 13:00:00+01:00,58.98713776053076,18.622177500079022,95.4077076482444
2020-01-01 13:15:00+01:00,57.33632722037929,19.164813975786824,95.14478200912274
2020-01-01 13:30:00+01:00,54.8561995368342,19.95703688874372,95.1910915455606
